feature,x2_str,y_str
"[[[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 ...

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]]",['s 4 1 7 / 8 0 1 + 2'],6
"[[[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 ...

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]]",['s 4 1 7 / 8 0 1 + 2 6'],4
"[[[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 ...

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]]",['s 4 1 7 / 8 0 1 + 2 6 4'],/
"[[[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 ...

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]]",['s 4 1 7 / 8 0 1 + 2 6 4 /'],8
"[[[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 ...

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]]",['s 4 1 7 / 8 0 1 + 2 6 4 / 8'],7
"[[[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 ...

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]]",['s 4 1 7 / 8 0 1 + 2 6 4 / 8 7'],0
"[[[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 ...

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]]",['s 4 1 7 / 8 0 1 + 2 6 4 / 8 7 0'],=
"[[[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 ...

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]]",['s 4 1 7 / 8 0 1 + 2 6 4 / 8 7 0 ='],2
"[[[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 ...

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]]",['s 4 1 7 / 8 0 1 + 2 6 4 / 8 7 0 = 2'],7
"[[[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 ...

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]]",['s 4 1 7 / 8 0 1 + 2 6 4 / 8 7 0 = 2 7'],0
"[[[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 ...

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]]",['s 4 1 7 / 8 0 1 + 2 6 4 / 8 7 0 = 2 7 0'],/
"[[[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 ...

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]]",['s 4 1 7 / 8 0 1 + 2 6 4 / 8 7 0 = 2 7 0 /'],6
"[[[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 ...

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]]",['s 4 1 7 / 8 0 1 + 2 6 4 / 8 7 0 = 2 7 0 / 6'],2
"[[[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 ...

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]]",['s 4 1 7 / 8 0 1 + 2 6 4 / 8 7 0 = 2 7 0 / 6 2'],1
"[[[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 ...

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]

 [[ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]
  ...
  [ 1 20  7]
  [ 1 20  7]
  [ 1 20  7]]]",['s 4 1 7 / 8 0 1 + 2 6 4 / 8 7 0 = 2 7 0 / 6 2 1'],e
"[[[11  7 14]
  [13  5 16]
  [10 10  7]
  ...
  [ 9 10 11]
  [ 3  9 12]
  [ 7 10 12]]

 [[10  9 11]
  [ 6  5 14]
  [12 12 14]
  ...
  [10  7 16]
  [ 4 10 14]
  [ 5  9 11]]

 [[ 4  7 11]
  [ 6  6 10]
  [ 9 12 12]
  ...
  [13  7 16]
  [ 7 12 12]
  [ 4  6 18]]

 ...

 [[ 7  5 13]
  [12  7 12]
  [ 7  6 19]
  ...
  [11  6 18]
  [ 6  4 13]
  [10  5 10]]

 [[ 5  5 16]
  [ 8  5 18]
  [ 8  6 18]
  ...
  [ 5 10 19]
  [ 2 11  8]
  [ 2  5 11]]

 [[14  8 20]
  [11 10 11]
  [ 7  2 13]
  ...
  [ 2  7 17]
  [ 6  7 19]
  [ 9 11 14]]]",['s'],2
"[[[11  7 14]
  [13  5 16]
  [10 10  7]
  ...
  [ 9 10 11]
  [ 3  9 12]
  [ 7 10 12]]

 [[10  9 11]
  [ 6  5 14]
  [12 12 14]
  ...
  [10  7 16]
  [ 4 10 14]
  [ 5  9 11]]

 [[ 4  7 11]
  [ 6  6 10]
  [ 9 12 12]
  ...
  [13  7 16]
  [ 7 12 12]
  [ 4  6 18]]

 ...

 [[ 7  5 13]
  [12  7 12]
  [ 7  6 19]
  ...
  [11  6 18]
  [ 6  4 13]
  [10  5 10]]

 [[ 5  5 16]
  [ 8  5 18]
  [ 8  6 18]
  ...
  [ 5 10 19]
  [ 2 11  8]
  [ 2  5 11]]

 [[14  8 20]
  [11 10 11]
  [ 7  2 13]
  ...
  [ 2  7 17]
  [ 6  7 19]
  [ 9 11 14]]]",['s 2'],7
"[[[11  7 14]
  [13  5 16]
  [10 10  7]
  ...
  [ 9 10 11]
  [ 3  9 12]
  [ 7 10 12]]

 [[10  9 11]
  [ 6  5 14]
  [12 12 14]
  ...
  [10  7 16]
  [ 4 10 14]
  [ 5  9 11]]

 [[ 4  7 11]
  [ 6  6 10]
  [ 9 12 12]
  ...
  [13  7 16]
  [ 7 12 12]
  [ 4  6 18]]

 ...

 [[ 7  5 13]
  [12  7 12]
  [ 7  6 19]
  ...
  [11  6 18]
  [ 6  4 13]
  [10  5 10]]

 [[ 5  5 16]
  [ 8  5 18]
  [ 8  6 18]
  ...
  [ 5 10 19]
  [ 2 11  8]
  [ 2  5 11]]

 [[14  8 20]
  [11 10 11]
  [ 7  2 13]
  ...
  [ 2  7 17]
  [ 6  7 19]
  [ 9 11 14]]]",['s 2 7'],3
"[[[11  7 14]
  [13  5 16]
  [10 10  7]
  ...
  [ 9 10 11]
  [ 3  9 12]
  [ 7 10 12]]

 [[10  9 11]
  [ 6  5 14]
  [12 12 14]
  ...
  [10  7 16]
  [ 4 10 14]
  [ 5  9 11]]

 [[ 4  7 11]
  [ 6  6 10]
  [ 9 12 12]
  ...
  [13  7 16]
  [ 7 12 12]
  [ 4  6 18]]

 ...

 [[ 7  5 13]
  [12  7 12]
  [ 7  6 19]
  ...
  [11  6 18]
  [ 6  4 13]
  [10  5 10]]

 [[ 5  5 16]
  [ 8  5 18]
  [ 8  6 18]
  ...
  [ 5 10 19]
  [ 2 11  8]
  [ 2  5 11]]

 [[14  8 20]
  [11 10 11]
  [ 7  2 13]
  ...
  [ 2  7 17]
  [ 6  7 19]
  [ 9 11 14]]]",['s 2 7 3'],/
"[[[11  7 14]
  [13  5 16]
  [10 10  7]
  ...
  [ 9 10 11]
  [ 3  9 12]
  [ 7 10 12]]

 [[10  9 11]
  [ 6  5 14]
  [12 12 14]
  ...
  [10  7 16]
  [ 4 10 14]
  [ 5  9 11]]

 [[ 4  7 11]
  [ 6  6 10]
  [ 9 12 12]
  ...
  [13  7 16]
  [ 7 12 12]
  [ 4  6 18]]

 ...

 [[ 7  5 13]
  [12  7 12]
  [ 7  6 19]
  ...
  [11  6 18]
  [ 6  4 13]
  [10  5 10]]

 [[ 5  5 16]
  [ 8  5 18]
  [ 8  6 18]
  ...
  [ 5 10 19]
  [ 2 11  8]
  [ 2  5 11]]

 [[14  8 20]
  [11 10 11]
  [ 7  2 13]
  ...
  [ 2  7 17]
  [ 6  7 19]
  [ 9 11 14]]]",['s 2 7 3 /'],2
"[[[11  7 14]
  [13  5 16]
  [10 10  7]
  ...
  [ 9 10 11]
  [ 3  9 12]
  [ 7 10 12]]

 [[10  9 11]
  [ 6  5 14]
  [12 12 14]
  ...
  [10  7 16]
  [ 4 10 14]
  [ 5  9 11]]

 [[ 4  7 11]
  [ 6  6 10]
  [ 9 12 12]
  ...
  [13  7 16]
  [ 7 12 12]
  [ 4  6 18]]

 ...

 [[ 7  5 13]
  [12  7 12]
  [ 7  6 19]
  ...
  [11  6 18]
  [ 6  4 13]
  [10  5 10]]

 [[ 5  5 16]
  [ 8  5 18]
  [ 8  6 18]
  ...
  [ 5 10 19]
  [ 2 11  8]
  [ 2  5 11]]

 [[14  8 20]
  [11 10 11]
  [ 7  2 13]
  ...
  [ 2  7 17]
  [ 6  7 19]
  [ 9 11 14]]]",['s 2 7 3 / 2'],5
"[[[11  7 14]
  [13  5 16]
  [10 10  7]
  ...
  [ 9 10 11]
  [ 3  9 12]
  [ 7 10 12]]

 [[10  9 11]
  [ 6  5 14]
  [12 12 14]
  ...
  [10  7 16]
  [ 4 10 14]
  [ 5  9 11]]

 [[ 4  7 11]
  [ 6  6 10]
  [ 9 12 12]
  ...
  [13  7 16]
  [ 7 12 12]
  [ 4  6 18]]

 ...

 [[ 7  5 13]
  [12  7 12]
  [ 7  6 19]
  ...
  [11  6 18]
  [ 6  4 13]
  [10  5 10]]

 [[ 5  5 16]
  [ 8  5 18]
  [ 8  6 18]
  ...
  [ 5 10 19]
  [ 2 11  8]
  [ 2  5 11]]

 [[14  8 20]
  [11 10 11]
  [ 7  2 13]
  ...
  [ 2  7 17]
  [ 6  7 19]
  [ 9 11 14]]]",['s 2 7 3 / 2 5'],5
"[[[11  7 14]
  [13  5 16]
  [10 10  7]
  ...
  [ 9 10 11]
  [ 3  9 12]
  [ 7 10 12]]

 [[10  9 11]
  [ 6  5 14]
  [12 12 14]
  ...
  [10  7 16]
  [ 4 10 14]
  [ 5  9 11]]

 [[ 4  7 11]
  [ 6  6 10]
  [ 9 12 12]
  ...
  [13  7 16]
  [ 7 12 12]
  [ 4  6 18]]

 ...

 [[ 7  5 13]
  [12  7 12]
  [ 7  6 19]
  ...
  [11  6 18]
  [ 6  4 13]
  [10  5 10]]

 [[ 5  5 16]
  [ 8  5 18]
  [ 8  6 18]
  ...
  [ 5 10 19]
  [ 2 11  8]
  [ 2  5 11]]

 [[14  8 20]
  [11 10 11]
  [ 7  2 13]
  ...
  [ 2  7 17]
  [ 6  7 19]
  [ 9 11 14]]]",['s 2 7 3 / 2 5 5'],+
"[[[11  7 14]
  [13  5 16]
  [10 10  7]
  ...
  [ 9 10 11]
  [ 3  9 12]
  [ 7 10 12]]

 [[10  9 11]
  [ 6  5 14]
  [12 12 14]
  ...
  [10  7 16]
  [ 4 10 14]
  [ 5  9 11]]

 [[ 4  7 11]
  [ 6  6 10]
  [ 9 12 12]
  ...
  [13  7 16]
  [ 7 12 12]
  [ 4  6 18]]

 ...

 [[ 7  5 13]
  [12  7 12]
  [ 7  6 19]
  ...
  [11  6 18]
  [ 6  4 13]
  [10  5 10]]

 [[ 5  5 16]
  [ 8  5 18]
  [ 8  6 18]
  ...
  [ 5 10 19]
  [ 2 11  8]
  [ 2  5 11]]

 [[14  8 20]
  [11 10 11]
  [ 7  2 13]
  ...
  [ 2  7 17]
  [ 6  7 19]
  [ 9 11 14]]]",['s 2 7 3 / 2 5 5 +'],4
"[[[11  7 14]
  [13  5 16]
  [10 10  7]
  ...
  [ 9 10 11]
  [ 3  9 12]
  [ 7 10 12]]

 [[10  9 11]
  [ 6  5 14]
  [12 12 14]
  ...
  [10  7 16]
  [ 4 10 14]
  [ 5  9 11]]

 [[ 4  7 11]
  [ 6  6 10]
  [ 9 12 12]
  ...
  [13  7 16]
  [ 7 12 12]
  [ 4  6 18]]

 ...

 [[ 7  5 13]
  [12  7 12]
  [ 7  6 19]
  ...
  [11  6 18]
  [ 6  4 13]
  [10  5 10]]

 [[ 5  5 16]
  [ 8  5 18]
  [ 8  6 18]
  ...
  [ 5 10 19]
  [ 2 11  8]
  [ 2  5 11]]

 [[14  8 20]
  [11 10 11]
  [ 7  2 13]
  ...
  [ 2  7 17]
  [ 6  7 19]
  [ 9 11 14]]]",['s 2 7 3 / 2 5 5 + 4'],4
"[[[11  7 14]
  [13  5 16]
  [10 10  7]
  ...
  [ 9 10 11]
  [ 3  9 12]
  [ 7 10 12]]

 [[10  9 11]
  [ 6  5 14]
  [12 12 14]
  ...
  [10  7 16]
  [ 4 10 14]
  [ 5  9 11]]

 [[ 4  7 11]
  [ 6  6 10]
  [ 9 12 12]
  ...
  [13  7 16]
  [ 7 12 12]
  [ 4  6 18]]

 ...

 [[ 7  5 13]
  [12  7 12]
  [ 7  6 19]
  ...
  [11  6 18]
  [ 6  4 13]
  [10  5 10]]

 [[ 5  5 16]
  [ 8  5 18]
  [ 8  6 18]
  ...
  [ 5 10 19]
  [ 2 11  8]
  [ 2  5 11]]

 [[14  8 20]
  [11 10 11]
  [ 7  2 13]
  ...
  [ 2  7 17]
  [ 6  7 19]
  [ 9 11 14]]]",['s 2 7 3 / 2 5 5 + 4 4'],5
"[[[11  7 14]
  [13  5 16]
  [10 10  7]
  ...
  [ 9 10 11]
  [ 3  9 12]
  [ 7 10 12]]

 [[10  9 11]
  [ 6  5 14]
  [12 12 14]
  ...
  [10  7 16]
  [ 4 10 14]
  [ 5  9 11]]

 [[ 4  7 11]
  [ 6  6 10]
  [ 9 12 12]
  ...
  [13  7 16]
  [ 7 12 12]
  [ 4  6 18]]

 ...

 [[ 7  5 13]
  [12  7 12]
  [ 7  6 19]
  ...
  [11  6 18]
  [ 6  4 13]
  [10  5 10]]

 [[ 5  5 16]
  [ 8  5 18]
  [ 8  6 18]
  ...
  [ 5 10 19]
  [ 2 11  8]
  [ 2  5 11]]

 [[14  8 20]
  [11 10 11]
  [ 7  2 13]
  ...
  [ 2  7 17]
  [ 6  7 19]
  [ 9 11 14]]]",['s 2 7 3 / 2 5 5 + 4 4 5'],/
"[[[11  7 14]
  [13  5 16]
  [10 10  7]
  ...
  [ 9 10 11]
  [ 3  9 12]
  [ 7 10 12]]

 [[10  9 11]
  [ 6  5 14]
  [12 12 14]
  ...
  [10  7 16]
  [ 4 10 14]
  [ 5  9 11]]

 [[ 4  7 11]
  [ 6  6 10]
  [ 9 12 12]
  ...
  [13  7 16]
  [ 7 12 12]
  [ 4  6 18]]

 ...

 [[ 7  5 13]
  [12  7 12]
  [ 7  6 19]
  ...
  [11  6 18]
  [ 6  4 13]
  [10  5 10]]

 [[ 5  5 16]
  [ 8  5 18]
  [ 8  6 18]
  ...
  [ 5 10 19]
  [ 2 11  8]
  [ 2  5 11]]

 [[14  8 20]
  [11 10 11]
  [ 7  2 13]
  ...
  [ 2  7 17]
  [ 6  7 19]
  [ 9 11 14]]]",['s 2 7 3 / 2 5 5 + 4 4 5 /'],6
"[[[11  7 14]
  [13  5 16]
  [10 10  7]
  ...
  [ 9 10 11]
  [ 3  9 12]
  [ 7 10 12]]

 [[10  9 11]
  [ 6  5 14]
  [12 12 14]
  ...
  [10  7 16]
  [ 4 10 14]
  [ 5  9 11]]

 [[ 4  7 11]
  [ 6  6 10]
  [ 9 12 12]
  ...
  [13  7 16]
  [ 7 12 12]
  [ 4  6 18]]

 ...

 [[ 7  5 13]
  [12  7 12]
  [ 7  6 19]
  ...
  [11  6 18]
  [ 6  4 13]
  [10  5 10]]

 [[ 5  5 16]
  [ 8  5 18]
  [ 8  6 18]
  ...
  [ 5 10 19]
  [ 2 11  8]
  [ 2  5 11]]

 [[14  8 20]
  [11 10 11]
  [ 7  2 13]
  ...
  [ 2  7 17]
  [ 6  7 19]
  [ 9 11 14]]]",['s 2 7 3 / 2 5 5 + 4 4 5 / 6'],9
"[[[11  7 14]
  [13  5 16]
  [10 10  7]
  ...
  [ 9 10 11]
  [ 3  9 12]
  [ 7 10 12]]

 [[10  9 11]
  [ 6  5 14]
  [12 12 14]
  ...
  [10  7 16]
  [ 4 10 14]
  [ 5  9 11]]

 [[ 4  7 11]
  [ 6  6 10]
  [ 9 12 12]
  ...
  [13  7 16]
  [ 7 12 12]
  [ 4  6 18]]

 ...

 [[ 7  5 13]
  [12  7 12]
  [ 7  6 19]
  ...
  [11  6 18]
  [ 6  4 13]
  [10  5 10]]

 [[ 5  5 16]
  [ 8  5 18]
  [ 8  6 18]
  ...
  [ 5 10 19]
  [ 2 11  8]
  [ 2  5 11]]

 [[14  8 20]
  [11 10 11]
  [ 7  2 13]
  ...
  [ 2  7 17]
  [ 6  7 19]
  [ 9 11 14]]]",['s 2 7 3 / 2 5 5 + 4 4 5 / 6 9'],2
